term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
as,0.28648302,0.05077572,-0.185026,0.43111643,0.503779,0.17058954,-0.25922883,-4.58288e-05,0.09683171,0.09773396,-0.109862104,-0.136352,0.5901875,0.5482314,0.17446493,-0.28594878,-0.258544,0.44689703,-0.29730484,-0.18158086,-0.106557,-0.048813816,-0.5977939,0.90251374,-0.48893481,-0.32366264,0.38768658,0.29220784,-0.5140736,-0.3441187,-0.10292702,-0.41907644,-0.07076756,0.1030768,0.083791345,0.37192395,0.13226932,0.87645,0.44997555,-0.116221726,0.39471924,-0.14606829,-0.9808054,0.20295806,0.16162816,-0.7846445,-0.5677951,-0.70368314,0.40023008,0.44810155,0.62641203,-0.6951401,0.15298413,-0.056251623,-0.00021677106,0.63046134,0.022455718,-0.50329626,-0.66884285,-0.339258,-0.04247076,0.31936276,0.59577376,-0.72706515,-1.1666936,0.4836078,-0.1748522,-0.11830243,0.13160634,0.23644678,0.19608453,-0.02168466,-0.16444294,-0.09289434,0.6569345,0.8214226,0.27406287,0.42295602,-0.6049476,-0.2401903,-0.4473583,-0.045001533,0.014092729,-0.19707277,-0.84838784,0.682858,0.18190446,0.14589524,-0.28252822,0.6953465,-0.27898532,-0.27236304,0.32036844,0.7502984,0.57301337,-0.40701613,0.17257948,-0.1274528,-0.3572964,0.024912009,0.34086284,0.60294867,0.8079379,0.28500426,-0.5934216,-0.22925505,-0.77618563,0.1684109,-0.022377247,0.25975627,0.31337723,0.09351496,0.69684786,-0.19052848,-0.36154652,-0.4405536,0.45988598,-1.070189,-0.23889874,-0.120087355,0.25306317,-0.34187263,-0.4235107,-0.32420844,0.040275972,0.7157566,-0.6070401,0.0448391,0.75405765,-0.025301497,0.36659676,-0.31103683,0.811351,-0.22236556,0.41830918,-0.69912004,-0.06952372,-0.82823443,-0.22064507,-0.509862,-0.49488032,0.23878469,0.35806575,-0.10943915,-0.5702622,-0.82091296,-0.2617181,-0.3468271,-0.4226889,0.22015035,0.30586305,0.37536642,-0.72515726,0.17119814,-0.41928363,-0.3148258,0.058340043,0.23520191,-0.12981606,-0.90990216,-0.008055205,0.31388742,-0.4336793,0.4952736,0.28448004,0.20149045,0.5555644,0.06057173,-0.18126269,-0.014349336,0.17144386,0.7217784,-0.21254674,-0.4399865,0.20323649,-0.4046286,0.39270225,0.22540171,0.2579384,0.90418404,-0.85335004,-0.09147736,0.2248394,-0.068013035,-0.14474316,0.17651755,0.45466268,-0.028464546,-0.25498813,0.3772479,0.47589687,-0.3054793,-0.24112843,-0.25379348,-0.16431962,-0.34532586,-0.72879803,1.0787631,0.0027208524,0.29313856
were,0.23131032,0.24357192,-0.009898086,0.28952166,-0.010499864,0.17639586,-0.10703559,-0.6623785,0.33014706,0.23450795,-0.27729625,-0.2856935,0.08064844,0.29758072,-0.51679504,-0.11517992,0.4925088,-0.52291363,0.9033394,-0.07666716,0.5414206,0.01872197,-0.47290537,0.27147228,0.25812784,-0.0663166,-0.6022965,0.33014593,-0.08807977,-0.018202644,0.28284895,0.2899116,-0.02874682,-0.38992056,0.079764016,0.3503315,0.2990214,-0.6127724,-0.63808435,0.057476338,-0.2672631,0.06596458,-0.27662003,-0.74712783,-0.4998486,-0.39486504,0.062348485,-0.79009086,-0.51628876,0.48418134,0.32196558,0.019916242,-0.5990048,0.6118648,0.4997721,0.7000041,-0.121177614,-0.7840068,-0.89861834,0.47633556,-0.0127032995,-0.52985346,0.39727947,0.14083202,0.0010210135,0.38706928,-0.95229554,0.009070856,0.34615415,0.648172,-0.20767212,-0.038982727,0.21272628,-0.3401218,-0.0062093227,-0.76342356,-0.15849946,-0.24607499,0.11246292,0.1898127,-0.43069923,0.49200273,-0.27688017,0.2671905,-0.7713694,0.022038205,0.5052246,0.28566158,0.6339948,0.45180476,0.08361866,-0.39324924,-0.3383579,-0.18113168,-0.2887797,-0.11377296,-0.3282219,0.19132537,0.32873666,0.6026988,-0.24162927,-0.97699934,-0.1944146,-0.091604434,0.106633246,-0.25072637,-0.8451643,-0.5045018,0.05851714,0.09801029,-0.20885122,-0.3108101,0.24486552,0.21218029,0.13410725,0.22376876,0.4281255,-0.6970859,0.37542728,-0.10880921,0.22905922,0.21495414,-0.2194193,-0.2929092,0.018416677,0.7348044,-0.33291885,0.47378582,0.34349832,-0.42675447,0.46267292,0.65493363,-0.58438843,-0.17169131,-0.07048187,0.10195822,0.4919272,-0.30189672,-0.8180554,0.06402692,0.077723116,0.13580714,0.4252594,-0.88268834,-0.0155632235,-0.56609505,-0.3983375,0.3181811,-0.29349858,-0.084857956,0.629234,-0.078905165,-0.11482373,0.41552424,-0.7350928,0.5992318,0.6436191,0.6392536,0.05926001,0.02136167,-0.31756765,-0.6916781,0.42059106,0.9194908,0.31780198,-0.335937,0.12041564,-0.44723257,0.99538654,0.35057858,0.54021394,-0.13453789,-0.5186091,0.009696453,0.43794164,-0.75307626,0.69618315,-0.37600872,-0.21111625,-0.006539703,-0.48006755,-0.15609299,0.03404249,-0.06676164,-0.25339907,0.6393903,-0.25557643,0.40618396,-0.53764254,0.61521554,0.36731812,0.5034608,0.2531738,0.031654034,-0.1588485,0.43568233,0.3755637,0.5357178,-0.09084188,0.27863103
by,-0.097469725,-0.093036234,0.29810566,-0.17293929,-0.007380232,-0.028626392,-0.31358474,-0.38990092,-0.3522097,0.048728492,-0.23889145,0.4914908,0.195728,0.18824506,0.2609797,0.11228287,-0.17385797,-0.00093281514,-0.091468014,-0.3739722,-0.25297707,0.04535052,0.1545837,0.4217105,-0.24942021,0.005471133,0.16892909,0.15963928,0.06381033,-0.19175279,0.63274366,0.25679696,-0.22519976,0.25199872,0.29052612,-0.24335681,-0.12711474,0.013188842,0.13742232,0.010837427,0.01853341,-0.08310098,-0.2842503,-0.035788,0.20213094,-0.12716459,-0.016533906,-0.38884434,0.12400312,-0.041030806,0.24618031,0.16685672,-0.15544537,-0.032546923,0.15096016,0.27287003,-0.029553987,0.015483153,-0.13582474,-0.06688907,-0.15827078,-0.16861606,0.032768663,0.14025718,-0.35489827,0.08969457,-0.07674847,-0.20367369,-0.28921312,0.6015538,-0.36032423,-0.059151385,0.111010835,0.05022017,-0.08449518,0.15039673,0.15000238,0.07998499,-0.064773634,-0.10635373,0.2459809,0.009130992,0.009917983,0.2067983,-0.24634156,0.19678967,-0.08841721,0.033435587,0.22600615,0.3825104,0.05227067,-0.21752718,0.159423,0.06994723,-0.22654697,-0.5435628,0.33304134,-0.119404465,0.57691985,-0.025018256,0.35201123,0.12940279,-0.12215757,-0.24661915,0.21726447,-0.22323985,-0.09435196,0.11014946,-0.030538317,-0.02518401,-0.15591194,0.18705115,-0.14133216,-0.32099894,-0.0032127134,0.042234927,0.2288076,-0.44427747,-0.06547824,-0.3861714,0.042531896,0.08729592,-0.34306616,-0.24810433,0.10733537,0.2024032,-0.4181466,-0.2662367,0.07478422,-0.3243267,0.06451566,0.23936693,-0.1163229,-0.16749859,0.36208332,0.292318,-0.061165895,0.06358034,-0.12680228,-0.5173917,0.244282,-0.21131131,0.21431655,-0.33836663,-0.035063647,-0.42114317,-0.35051504,0.020540899,0.013486859,0.2632087,-0.285041,-0.25673598,-0.08028453,0.083842754,-0.24577385,0.4182875,0.23386143,0.20619138,0.17741247,-0.36956894,0.05506795,-0.076337315,-0.048633188,0.22300045,0.28837734,0.43600845,0.07433528,-0.5640624,-0.0407968,-0.048325233,-0.25015154,-0.047686882,-0.15122603,-0.15476765,-0.08458821,-0.38090786,-0.11492902,-0.12410964,0.3916739,0.33650854,0.1786499,0.31520164,0.057991713,0.058951337,0.1780921,0.15373346,0.23048745,0.39742252,0.112891614,0.046661023,-0.13010994,0.045237117,0.11143987,-0.04391137,0.22691901,0.032690946,-0.40295348,0.16141164,0.07890674,0.23119418
from,0.11739193,0.012414315,-0.05050222,-0.15364702,0.28747135,0.54665565,0.011536197,-0.5968208,-0.28060186,0.13286333,-0.25541845,0.22071226,0.21907195,0.3331913,-0.03197971,-0.02120073,0.1280777,0.0014201375,0.33117768,-0.31973395,-0.1490396,-0.15823995,0.03479209,-0.10181519,0.21059924,-0.37418678,-0.008752221,0.36118042,-0.22399978,-0.31607714,0.28931653,0.25447947,-0.33190188,-0.03119507,0.30223972,-0.13402797,-0.12963557,-0.19841297,0.093866326,0.11518635,0.25137633,-0.2505779,-0.29974422,-0.3645228,-0.0058688624,-0.21578074,0.07067606,-0.6329189,0.0682981,-0.2521567,0.5740545,0.0125549575,-0.15244631,0.2659966,-0.31680626,0.20522222,-0.2494653,-0.18581566,-0.752257,-0.11154298,0.124672376,-0.25964177,0.4798393,0.062804036,-0.5060907,0.22395073,0.07111032,0.3495261,-0.27002937,0.4610474,-0.14809209,-0.10574674,0.071967326,-0.1713331,-0.08364456,-0.28457174,0.3258159,-0.028670855,0.08888662,0.2965901,0.022875829,0.020828858,-0.23887277,0.09998031,-0.34752685,-0.16447648,0.03755312,-0.0092570735,0.49822697,0.33611432,0.21021876,-0.03162029,0.11846045,-0.19483182,0.056580048,-0.26761574,0.29452294,-0.09776649,0.5575465,0.4315448,-0.1669696,-0.2608642,-0.24502853,0.05632283,0.2928191,-0.09227058,0.09240851,-0.018370774,-0.31806177,-0.16426617,0.06971937,-0.12050604,0.055471025,-0.2863979,0.19940841,-0.093108125,0.41029736,-0.5310116,-0.010935123,0.0028695005,0.23049948,0.3886801,0.14255534,-0.1453997,-0.331996,0.26800975,-0.33396414,0.03733526,-0.05011289,-0.34296218,0.39480612,0.33499974,-0.49549,-0.4955852,0.015339483,0.32537466,-0.046396453,-0.19559804,-0.36220178,0.030675236,0.13231863,0.09044568,0.3995172,-0.5502937,0.05126693,-0.34761596,-0.7701151,-0.018416958,-0.02615536,-0.22863393,0.3426968,-0.36846465,0.010133928,-0.0283053,-0.3811825,0.6175747,0.34438097,0.37612075,0.093350925,-0.138998,0.00911327,0.0022222863,0.19169554,0.3014994,0.041038193,-0.07560115,-0.15001008,-0.35461733,0.25940248,-0.3261642,-0.041253008,-0.10201138,-0.17352165,-0.077924214,0.06350861,-0.44053262,-0.02399191,-0.26530397,0.2740875,-0.13378158,-0.15715072,0.027805401,0.1898583,-0.12413714,0.13246098,0.14497153,0.30056146,0.43379462,0.13391453,0.053456616,0.028529134,0.29849,0.37442264,0.030394237,0.24449581,0.21504599,0.0005606752,0.360975,0.20885514,-0.11611556
was,0.10986092,0.0660368,-0.044995826,-0.114192866,-0.31913307,-0.26260588,-0.23516166,-0.44206083,0.5345941,0.06620331,-0.16855823,-0.5666725,-0.2038473,0.26528597,-0.7032483,0.41911325,0.43020073,-0.3621285,0.6940422,-0.12921642,0.32376805,0.4050973,-0.08319936,0.4808176,-0.26316276,0.43397385,-0.035002988,0.20712785,0.18663922,-0.022618042,0.5293686,0.41877344,0.38624325,-0.5571132,-0.32721183,0.32316345,0.5074777,-0.13480215,-0.38749397,0.023807209,-0.02237634,0.26390043,-0.18291272,-0.79644614,-0.3869532,-0.08567443,-0.14496377,-0.5997511,-0.23303078,0.5000994,-0.174349,0.18265417,-0.40617087,0.45088896,0.4385562,0.15249117,0.105020404,-0.33199462,-0.5108543,0.59356624,-0.14063956,-0.9670585,0.2922799,0.4700513,0.22630857,0.4828838,-0.4643237,-0.69964576,0.2929483,0.6247128,-0.102246314,-0.036599167,0.014567091,-0.113168225,-0.41762105,-0.56889266,0.022272954,-0.015780536,0.14146169,0.04152981,-0.09469238,0.4110366,-0.06093701,-0.15651074,-0.6426202,-0.050838597,0.5499382,0.42113194,0.09418422,0.3773031,-0.015160009,-0.05195466,-0.35211277,-0.31225803,-0.43745223,-0.41560748,0.09650344,0.15242337,0.38795847,0.60207844,-0.1985269,-0.42670444,-0.3316045,-0.4386108,0.40374184,-0.44605497,-0.78402036,-0.4911761,-0.24732795,0.45264438,-0.18889661,-0.38695878,0.28791595,0.5213422,-0.11332764,0.45341927,-0.024168639,-0.51089555,0.34329405,-0.5800913,-0.029718352,0.4991199,-0.14849661,-0.5815173,0.047646593,0.7544865,-0.53143793,0.8034488,0.29454508,-0.5859706,0.19004992,0.43295273,-0.20081738,0.42797074,0.13547847,0.8290699,0.65034926,-0.30058512,-0.7883838,0.651645,0.24004574,-0.15527256,0.15909354,-0.36720708,-0.07518579,-0.13993049,-0.16748837,0.014482164,-0.12983969,-0.22697262,0.3915625,-0.14928098,0.5318498,0.6229004,-0.8124489,0.6068354,1.2686081,0.6128923,0.40023637,-0.11524663,-0.032160386,-0.66205716,0.22355013,0.95476675,0.52574486,-0.20140332,-0.1674906,-0.091309525,0.5824386,0.6687444,0.097780004,-0.18522091,-0.31512138,0.04655326,0.5206662,-0.6072684,0.7628899,-0.45244053,0.030146724,0.33156165,-1.0208006,-0.3964311,-0.07017475,0.22103937,-0.435767,0.53856665,-0.29480258,0.15123163,0.18340771,0.5565583,0.45059,0.7213429,0.24065755,0.12380561,-0.009308882,0.48033282,0.048529774,0.48610726,-0.03056797,0.6076985
are,0.5633459,0.65875435,0.37684473,0.022932302,0.30580062,0.045250475,-0.18114907,-0.1732826,0.33629924,0.4119326,-0.025489317,-0.61437553,0.07300421,0.21047224,-0.3951125,-0.059148982,0.40962797,-0.38776594,0.70413905,-0.27443758,0.888409,-0.09618385,-0.6468997,0.04853562,-0.12442721,-0.12675828,-0.19338366,0.36101565,-0.40359956,-0.06626463,0.12760217,0.060993444,0.22399983,-0.37899065,-0.19102697,0.045116387,0.4381016,-0.118329614,-0.33561036,0.21241982,0.02915428,-0.17077784,-0.14865477,-0.07518737,-0.27322856,-0.22779918,-0.2247156,-0.5835666,-0.3355902,0.32914722,0.15239245,-0.12312607,-0.46313408,0.19206227,0.27323937,0.5057542,0.07496974,-0.6709444,-0.40230402,0.17886949,0.2812194,-0.1032103,0.21742925,0.14196941,-0.23654482,0.45640934,-0.5198442,0.1836636,0.04013026,0.41106376,-0.07345166,-0.503435,0.7059149,-0.0837514,0.5863767,-0.2794239,0.034874734,-0.061860096,-0.29542378,0.08233175,-0.48431423,0.1427618,-0.20635048,0.21220735,-0.47464332,0.30122977,0.25982082,0.11265097,0.34309027,-0.23767984,0.34652856,-0.1290806,0.017310297,0.27869332,0.03892561,0.15041806,-0.5460408,0.10428774,-0.58716315,0.22911155,-0.01750687,-0.16890919,0.27618247,0.08036389,-0.41261715,-0.13772668,-0.6068092,-0.01701119,0.23190834,0.20993811,-0.36206514,-0.33058754,0.34450763,0.06784304,0.10000003,-0.27462822,-0.14120382,-0.56729805,0.31373554,-0.019361537,0.15271528,0.14602558,-0.06354642,-0.5151491,0.054197535,0.3885054,-0.27244997,0.71418315,0.42789307,-0.10812626,0.13875102,0.5241854,0.09390457,0.010213541,0.1567258,0.14509411,0.18710707,-0.6132469,-0.63735086,0.22671159,-0.12810865,-0.055121902,0.17285395,-0.62755096,0.20788838,-0.28142813,-0.4366734,0.19646028,-0.38563523,0.029012559,0.2850256,0.2867846,-0.07560991,0.34605962,-0.5508741,0.184543,0.1440912,0.41113403,0.6734806,0.14124863,0.21035476,-0.30780667,0.081764154,0.51471734,0.40952262,-0.19764861,0.26432854,-0.19661427,0.6373781,0.17257017,-0.08911318,0.17862172,-0.37057346,-0.09452999,0.14400908,0.030541107,0.20106618,-0.5059182,-0.18090546,0.22166184,-0.11772788,0.13029203,0.065997,-0.13721898,0.22176902,0.8539074,-0.16640848,-0.047276616,-0.3980626,0.6280646,0.37229526,-0.18501048,-0.28916326,-0.13017616,-0.16455042,-0.11491823,0.025322314,0.6571203,-0.41099942,-0.15939747
on,0.6982624,-0.19334614,-0.4574675,-0.37285373,-0.027007373,0.01600818,-0.39762366,-0.4472361,0.31610426,-0.40177837,0.9506414,1.0168568,-0.10216667,-0.24224941,0.71995926,0.39281765,0.09521617,-0.25544575,0.3091915,-1.0012158,-0.8970411,-0.38804463,0.51229984,-0.5743327,-0.087680556,-0.026584627,0.30769908,0.6683364,-0.20458072,-0.0708063,0.100560315,-0.4183065,0.098725036,-0.1584305,0.44651258,-0.6105602,-0.6642106,-0.39908764,0.21737404,0.11663995,0.39213952,-0.93662816,-0.5343763,-0.17178737,0.36166212,-0.25340262,0.11995793,-0.23780811,-0.031094244,0.18853612,-0.46322852,-0.5294484,0.0017013444,0.5049539,0.23332475,-0.2856428,0.123419,0.049493156,-0.64901376,0.34337246,-0.030767461,-0.064733036,0.2908716,0.67146415,-0.681413,0.32297155,0.57029283,0.5438321,-0.7343696,0.5666446,0.30230406,-0.066398755,0.86369556,-0.34780276,-0.21811298,-0.308287,0.09377719,0.01629644,-0.19099757,-0.41294873,0.49426705,-0.39622918,-0.16484548,0.4896087,0.693724,0.3345198,0.21364653,-0.29188028,0.44678733,0.39101046,-0.2435724,-0.13070633,0.37114167,0.15186088,0.06202229,0.21899,0.6310755,-0.15495318,0.9538517,-0.0752752,0.44918185,-0.17170915,-0.28204006,-0.06890847,-0.3169154,-0.5078332,0.3122221,1.0697783,-0.5325014,-0.8310815,-0.10160565,0.60965216,-0.6434945,0.14891505,0.3427948,0.029988516,-0.019241923,-1.061617,0.35562155,0.4479635,0.10027602,-0.102109514,0.23899561,0.3746187,0.25115693,-0.010797667,0.43552533,-0.4026808,0.1308978,-0.08286381,0.34954843,-0.65695304,-0.31364697,-0.73498183,0.587758,0.66241276,-0.48937222,0.04603296,-0.13807163,-0.10490692,-0.4090108,-0.23861948,-0.2142957,-0.2639331,0.53791016,0.22800815,-0.38231403,0.09590781,-0.33485255,0.044018574,-0.051885854,0.33100763,-0.45396736,-0.6091087,-0.5039801,0.75204784,-0.1986683,0.06254576,0.30305767,-0.4468558,-0.36292192,-0.19338498,-0.35990116,0.5811867,0.87836766,0.54152405,-0.0025998452,-0.711716,0.1490375,-0.011954213,-0.22633712,0.19403915,-0.19851978,-0.0763862,0.6714673,-0.4282316,-0.6933516,-0.5783614,0.9978002,0.31030437,0.58070034,-0.067720816,0.5858864,-0.6485029,0.8100649,0.14158346,0.2655899,-0.1559054,0.91182446,0.38862136,-0.551644,-0.5959114,0.011649547,-0.32149646,0.019398738,-0.23492722,-0.42567965,-0.5597267,0.28710875,-0.2864466
species,0.52888054,-0.10528566,-0.19911848,0.012493771,0.25351983,-0.033525,0.14345114,0.50579226,0.0031303763,-0.1782589,-0.25271732,-0.2650394,0.29081562,0.28810027,-0.19365709,-0.14707567,0.39931175,0.4849073,0.09178036,0.16180247,0.48385757,0.15220053,-0.38978687,-0.31067702,-0.036149263,-0.3841034,-0.047304843,-0.2240352,-0.036154807,0.12675884,-0.38467324,-0.12881577,0.08034604,-0.08799551,-0.06886809,0.4516954,0.077359855,-0.15208365,0.196199,-0.06988192,0.08161499,0.044916354,-0.16192012,0.0947604,-0.055961046,0.16220531,0.33972263,-0.37399745,-0.3044399,-0.005654017,0.113732725,-0.4806937,0.019613778,-0.29964098,0.053014044,0.049758207,-0.16746533,-0.42710516,0.033711795,-0.3591712,0.21395206,0.0338219,0.01806627,-0.41778427,-0.41361865,0.2954864,-0.070840076,0.5919623,-0.28157163,0.20707077,0.29636538,-0.030686015,0.44270882,-0.041084353,0.6261489,0.17736918,0.41352564,0.13128376,-0.5301623,0.26372948,-0.45370325,0.020158112,-0.24910602,0.22248723,-0.35765013,-0.22716568,-0.0985483,0.035203267,0.40359882,-0.16593586,0.39607885,-0.0004880391,0.40848044,0.18670222,0.15953909,0.35815346,-0.21839407,-0.19570611,-0.23415245,0.22850153,0.063302696,0.28081977,0.1510088,0.52489185,-0.5654729,-0.037670653,-0.0944778,0.041046735,0.021638557,-0.35249475,0.17289299,-0.31070167,0.14917748,-0.19156119,0.2498755,0.0030344743,0.06272507,-0.57996863,-0.08834144,0.23292488,0.111064576,0.023579687,0.3919007,-0.27074236,-0.4915409,0.009857212,0.08562919,0.37903494,-0.013285275,-0.2223725,0.1262368,-0.17105734,-0.06996084,-0.25478873,0.007263749,0.3087688,-0.003287476,-0.32212198,-0.0562481,-0.33334342,0.11272241,-0.23007023,0.12592545,-0.34511915,-0.011958646,-0.027135018,-0.47810146,0.012663893,0.12338687,0.32746845,0.124772005,0.3537422,-0.08215754,-0.09198687,-0.3012162,0.20622744,0.22769676,0.19470358,0.025655812,0.24402718,-0.027050326,0.49433738,-0.20740359,-0.4033015,0.03942929,0.09726284,0.31054044,0.1493126,-0.07856723,0.13622606,-0.32997364,0.013455898,0.23818292,0.29202703,0.2666735,0.58950996,-0.07948059,-0.25770018,-0.06391256,-0.06522246,-0.24147607,0.3412256,-0.16118,0.08796063,0.08849527,0.32204208,-0.014518857,0.07546786,-0.14296298,0.16609173,0.29992887,0.0025558434,-0.5725526,0.10101806,-0.2091501,-0.019657431,0.094582476,0.3039977,-0.6407081,-0.5657289
this,0.61023885,0.06204655,-0.19148219,0.013587096,0.12789626,-0.48104095,0.52071494,0.3737898,-0.3592466,0.37706098,-0.09037335,-0.58018935,-0.34331366,0.16975915,-0.3146965,0.39427492,-0.20985666,0.7914046,-0.17680696,-0.577058,-0.09531251,-0.27828,-0.21636644,0.02771293,-0.38576245,0.3666779,0.12593669,0.17954738,-0.26133925,-0.42403024,0.071448795,0.5082649,0.48244214,-0.035586003,-0.5749884,0.5930051,0.7964252,0.8248863,-0.37149408,-0.25918105,-0.3174092,0.45471928,0.5733276,-0.6399626,0.36912727,-0.080870286,-0.40314546,0.09836411,-0.009150943,0.34164867,-0.06406432,0.49762923,0.052582063,-0.041639023,0.05074142,-0.65498835,0.28729087,-0.0008399421,0.12715504,-0.13068986,-0.38918892,-0.23665956,0.07348924,0.133568,-0.15650238,-0.32599252,0.2318541,0.36793584,-0.38451588,0.22414184,0.2730987,0.20696697,-0.022920934,0.4390626,0.630781,-0.34966913,0.5254824,-0.06382218,-0.4459479,-0.03813255,0.05085872,-0.38089445,-0.38092527,-0.016605353,0.009144837,-0.013719245,0.36646247,-0.18959482,0.10600139,0.49241725,-0.086890005,0.34222448,0.28899518,0.37364796,0.5038784,-0.20665124,0.6544919,0.02456996,-0.005107164,-0.027464699,0.16161832,-0.2122194,-0.051348023,-0.7281619,0.14469522,-0.55932087,0.37835866,0.2984879,-0.6358661,-0.31938937,-0.11135155,-0.4458129,-0.16857693,0.18587469,0.39735785,0.11659793,-0.17864268,-0.28031224,-0.07836272,-0.9998079,-0.34814525,0.5407286,-0.08548974,-0.927947,-0.19025289,0.04294393,-0.18598807,-0.05266463,-0.34500352,-0.2116636,0.00036316272,-0.12892523,0.6162198,-0.24078985,-0.05694651,0.2346492,-0.31189844,-0.095219694,-0.42854816,0.56519234,0.09960927,-0.073001705,-0.20790008,0.3476757,0.5799001,0.15871075,0.2609025,-0.43934092,-0.041896284,0.3317629,-0.18261671,-0.3004095,0.09315456,0.10392608,-0.7134953,0.50680053,-0.046220765,0.19898109,0.22287425,-0.117170945,0.27966988,0.06721152,-0.112974845,0.17724764,-0.0325722,0.5690527,0.06135369,-0.06827268,-0.04576414,0.60718095,-0.09657215,-0.19090407,0.47267795,0.06924113,0.3650819,-0.19884811,-0.009928395,-0.030739356,0.030804725,0.0130328825,-0.13272993,0.65510815,-0.74666244,-0.091075204,0.21869427,-0.088014916,0.53015673,-0.35456726,-0.07887471,-0.1987707,0.35086995,-0.12622267,-0.27737284,0.31502315,0.061081078,0.42657524,0.08935729,-0.2380938,-0.10485204,0.37082413
at,-0.36396718,-0.35018697,0.13560408,-0.22867584,0.0022178113,0.4702152,-0.338012,-0.77799284,0.22348242,0.04498654,-0.4629936,0.071191415,0.14274673,0.2115785,0.029481499,0.109245606,-0.06354068,0.13482052,0.1664216,0.49169913,-0.14071093,0.12431199,0.28156325,0.0726139,0.28138384,-0.099232584,0.4010037,0.13749659,0.086624436,-0.20477255,0.2636601,-0.04214978,-0.1098484,0.057122532,0.29419443,-0.033016555,-0.2644764,-0.11896906,0.013954136,0.34143683,0.17777342,-0.19895999,-0.25216565,-0.52709717,-0.11995335,-0.29255033,0.33271337,-0.73351127,0.0020407038,-0.41645703,0.5350857,0.05867265,-0.012196848,0.21905033,-0.42750373,0.06779629,-0.12236528,-0.04677627,-0.59607273,-0.16948909,0.13245545,-0.37691155,0.26811394,0.17060836,-0.24253222,0.09296925,0.330404,0.24884202,-0.19404,0.55077326,-0.09238444,-0.15726982,-0.15790342,-0.0010167627,-0.2372962,0.20414646,0.31924072,0.14614238,-0.10391244,0.1487993,0.009254082,-0.025601123,0.09987982,-0.04064583,-0.79524225,-0.07404427,-0.5264856,-0.20814829,0.06921361,0.13680245,0.04334965,-0.19730817,-0.09141293,-0.11189803,-0.04358171,0.015939161,0.19345875,-0.09912153,0.43259293,0.4448577,-0.3085077,0.020189727,-0.49121028,-0.016780993,0.051559683,-0.21854624,0.026074182,-0.15487407,-0.49056476,-0.26387975,0.42261362,-0.05867379,0.10830978,-0.54253155,0.117194004,-0.19606838,0.16711742,-0.75319517,0.36648792,0.07219096,0.40066427,0.5122959,0.42566893,0.10737452,0.03723288,0.5035458,-0.45911264,0.19189183,0.025237326,-0.6060372,-0.113011226,0.54624563,-0.5051846,0.0013066183,0.54006654,0.8378334,-0.08728152,-0.066951275,-0.33329195,-0.02699061,0.24523899,-0.022280248,0.41474357,-0.36099723,-0.07962966,-0.36167195,-0.30721036,-0.07126875,0.044116158,-0.08455052,0.058684696,-0.13840461,0.23579639,0.0053480137,-0.18347885,0.501784,0.33864564,0.29762664,0.19180349,-0.26945308,0.085370064,0.30284342,0.2092952,0.23832281,-0.036029782,-0.0830658,-0.30368143,-0.46995243,-0.16242687,-0.015637932,0.016250668,-0.22923458,-0.042845327,-0.23763679,0.06422418,-0.12375784,0.03868361,-0.35782483,0.5302106,-0.049862795,-0.22326154,-0.1220625,0.14254649,-0.20114374,-0.06725059,0.18079646,0.1388943,0.49334255,0.23643784,-0.025281392,0.2410841,0.26863202,0.2893324,0.11416268,0.21771124,0.029147364,-0.06586067,0.22810225,-0.032924034,-0.32577372
