term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
85,-0.067453586,0.008569132,0.17217791,0.03344022,0.2512375,0.06742748,-0.18420123,0.21656798,-0.10496927,0.15050355,-0.0808461,-0.22363044,-0.047749326,0.15847154,-0.12882754,-0.085719615,-0.016270502,-0.07294912,-0.020934602,0.023344113,0.038983192,0.1249624,0.13550945,0.19188564,0.12545668,0.15581045,-0.11573503,0.11562556,-0.029069293,0.1659242,0.08286617,-0.05306973,0.067832716,-0.20501879,-0.089732274,0.17107426,-0.091389745,-0.122863695,-0.20110162,-0.15264398,-0.25302473,0.03380541,-0.15951045,-0.034154736,0.22813967,-0.34629673,0.027809788,-0.20647486,-0.01239976,0.17701203,0.06071433,0.09887215,-0.033823658,0.028325023,0.16800971,-0.13434161,0.10534247,-0.13909486,-0.036053013,-0.06516374,-0.07931286,0.018365651,-0.068434,-0.028812792,-0.12528187,-0.050881024,0.017396754,0.11994908,-0.044547923,0.06555788,0.043635298,0.0072382563,0.10588442,-0.0751611,-0.088139266,0.17116399,0.24066395,-0.1799076,-0.24312854,-0.26100093,0.08613209,-0.036087234,-0.02697159,0.07082933,-0.09966592,0.15745498,-0.17378008,-0.030342722,-0.14607845,-0.06184449,-0.16025588,-0.034037467,0.033349596,0.017068928,0.17608228,0.08732618,0.062183034,-0.118059345,0.06967301,0.06305683,-0.25432116,0.13098787,-0.12937365,-0.13477914,0.12770946,-0.31621924,-0.031331144,0.27368215,-0.065129474,-0.21744436,0.05896309,-0.05478674,0.094233654,0.026744876,0.3537348,0.002439617,0.01036304,-0.34946457,0.205965,-0.10321948,0.08859394,0.06890781,0.18637498,-0.017592035,0.04555466,0.23688152,-0.19753523,0.113856226,0.17329799,-0.15346257,0.10776448,0.18366432,-0.10584151,-0.057860788,0.20313376,0.17477055,0.031571995,-0.09585935,-0.08110264,0.024747198,-0.0311999,-0.23709948,0.03131984,-0.2510047,-0.15414731,0.01971,0.029490538,0.06646238,-0.06011182,-0.092366196,0.10760249,-0.035465106,0.08431904,0.1964807,-0.22343539,0.25416994,0.13269542,0.1051129,0.034908574,-0.10810758,0.1734313,0.09025538,0.004545878,-0.019855224,-0.08669873,0.1421494,-0.080688514,-0.2958938,-0.13408543,0.10003981,-0.063240536,0.06710837,0.048002973,-0.087794475,0.0029253853,0.06425155,-0.19380921,-0.05801607,0.18617085,0.0065557417,0.07080691,-0.057242148,0.17211524,0.05416082,-0.06809192,0.09463588,-0.24570528,0.04675615,0.09610893,0.020745993,0.091552205,-0.057171952,0.09620339,-0.06572856,0.24666665,-0.03345077,0.1609273,-0.16918573,-0.15085107,0.10929564
slightly,-0.033226416,-0.1533481,0.09998319,0.045940544,0.22416805,-0.090651214,-0.17159036,0.19009385,-0.053728666,0.09651927,-0.3749819,-0.095336564,-0.02746493,0.17805697,-0.08039079,-0.017128773,-0.044499137,-0.052970957,-0.025507187,0.07635034,0.2088994,0.13301857,0.044612788,0.107009485,0.09288979,0.1616545,0.010762092,0.11758843,-0.010156438,0.18637516,0.100377284,-0.0791918,0.09024499,-0.10797548,-0.042041536,0.16866463,0.00010871304,0.014000363,-0.03547657,-0.15230349,-0.13519742,-0.049367987,-0.17937908,0.005050098,0.1954155,-0.11945213,0.05744733,-0.25363284,-0.15952337,0.019171873,0.0900389,0.04334826,-0.0527107,-0.081338204,0.15581675,-0.09864006,0.047560506,-0.1979294,-0.13888454,-0.15390548,-0.11228625,0.06824925,-0.12498931,-0.061141953,-0.0778174,0.041837104,0.16034366,0.2694306,-0.13221464,0.16619706,-0.01718715,-0.03952597,0.07729057,-0.023795687,0.025897358,0.15414898,0.21471189,0.07006716,-0.40677235,-0.22115381,-0.015314331,0.005023859,-0.01443623,0.0065229195,-0.2381874,0.047602504,-0.32105896,0.024638295,-0.08518749,-0.11039065,0.09647159,0.0272101,0.10290177,0.11894586,0.08210351,0.09897083,0.04474284,-0.012964131,0.08685403,0.04529606,-0.06570312,0.23373476,-0.06135422,-0.06742444,-0.0023302436,-0.2366282,0.06969083,0.22165483,-0.03612139,-0.1770839,0.10645101,-0.054066993,-0.038753692,-0.10795352,0.20656632,-0.07176947,-0.038194116,-0.3984013,0.16818498,-0.14564486,0.0035421231,0.14946365,0.112246566,-0.17558327,0.027644036,0.110481195,-0.12789468,0.034755304,0.0178578,-0.23901144,-0.025581585,0.064697266,-0.080189236,-0.027173929,0.24770667,0.3282299,-0.04802149,-0.004167049,0.039938692,-0.13349184,0.10973902,-0.1575394,0.028305301,-0.11539286,-0.024508314,0.036627416,0.010753945,-0.022238966,0.031628877,0.13181056,-0.024481243,0.026575232,0.1387573,0.14003892,-0.22427636,0.21431385,0.09623441,0.12970735,0.17282294,0.004217578,0.16971909,0.15327775,0.00012255364,-0.1208609,-0.082593925,0.09518547,-0.072496586,-0.1183719,-0.15577884,0.19704534,-0.107064955,-0.009365007,0.11603192,-0.07374099,0.06470783,0.07778983,-0.07742814,-0.102819756,0.15436397,0.075889476,0.066971846,0.04870916,0.08871615,-0.041595332,-0.003024224,0.12547807,-0.11974872,0.07272068,0.057362776,0.027237466,0.16234957,-0.103840075,0.010075638,0.020427061,0.018607987,0.09834457,0.014907507,-0.06587109,-0.21525803,-0.09455067
third,0.017380513,-0.04095624,-0.0143403355,0.040375974,0.103192985,0.032586433,0.007066363,0.15050812,-0.073573284,0.007021191,-0.0885285,-0.11034246,0.03967224,0.12541087,-0.113284335,-0.038878188,0.019439485,0.045161054,-0.044619862,-0.023409719,0.036817532,0.07755622,0.02611024,0.10682731,0.011524073,0.018837104,-0.018355915,0.006406404,-0.0052249623,0.08265614,0.010272081,-0.016722443,0.04863622,-0.12361179,-0.008673813,0.17282456,0.014322229,-0.08131131,-0.0601635,-0.13232507,-0.09710198,0.017050862,-0.15147737,-0.06200477,0.11812394,-0.116899125,0.0693963,-0.18973452,-0.023812398,0.108358525,0.019724935,-0.041366708,-0.020031912,0.015877048,0.08921607,-0.07219697,0.027872304,-0.15088195,-0.14307998,-0.05824588,-0.03984758,-0.04613064,0.028096015,-0.07705582,-0.18363538,0.051980626,0.010754598,0.14510207,-0.058203455,0.11270618,0.10951993,0.054131255,0.102489,-0.06640606,0.0049235076,0.07814297,0.24406967,-0.026771303,-0.23001546,-0.15424015,-0.020712597,-0.052747905,-0.06030736,0.00079967437,-0.17972714,-0.0077453256,-0.0701856,-0.012417895,0.041401997,0.073869616,-0.031229101,-0.0049536554,0.12294013,0.09572991,0.13739584,0.026629828,0.10646657,-0.09438672,0.16599657,0.111172505,-0.10509975,0.13161655,-0.088414006,-0.03302072,0.04035557,-0.21668722,-0.0027152167,0.13894664,-0.12735559,-0.14817183,0.04801255,-0.11452368,0.059693344,-0.028632179,0.18374306,0.061693415,0.053957794,-0.3581386,0.1040356,-0.10104191,0.07328317,0.07662918,0.17399085,-0.13729534,-0.10716786,0.19065925,-0.17217058,0.053209852,0.069709055,-0.21342044,0.128605,-0.02014979,-0.101090446,-0.11996918,0.07585382,0.1976529,0.013130682,-0.07028753,-0.03973914,-0.0796485,0.10342747,-0.18584098,0.06837827,-0.18449844,-0.14102378,0.009575303,-0.08038693,-0.027332561,0.01529725,0.01569733,0.10270489,0.0077329823,0.05139772,0.100904755,-0.27312848,0.2659365,0.19398542,0.1644215,0.012986287,-0.00404441,0.09743619,0.13143237,-0.030460026,-0.01508298,0.08258701,0.118823424,-0.008356498,-0.16018176,-0.06212453,0.13599585,-0.11309025,0.073564194,0.052046347,0.0066280463,0.15925431,0.0021996538,-0.11757198,-0.041191936,0.1817392,0.08245865,-0.09761564,0.058900747,0.021164024,0.032880425,-0.053550668,0.04345714,-0.10786359,0.10746502,0.1339213,0.039615344,0.12375894,0.035796326,-0.043186806,-0.054747723,0.08351781,0.04085897,0.048291355,-0.010058165,-0.12310924,-0.006111619
ambient,-0.2589821,-0.070539415,0.11716374,0.12841782,0.0896464,0.0912608,-0.1726814,0.21458481,-0.04210009,0.134919,-0.21426798,-0.17452739,0.019536268,0.118479826,-0.111416906,-0.08626716,-0.12131384,-0.1831679,-0.1499318,0.14132169,0.14957374,0.13783005,0.23119712,0.36016726,0.15702999,0.07489688,-0.08837124,0.10984464,0.050336704,0.2225443,-0.020728199,-0.13113521,0.16930057,-0.22070795,-0.01912593,0.14809829,-0.123936065,-0.22426043,-0.16098154,-0.13231789,-0.19392371,-0.010968394,-0.22676687,-0.03147929,0.22422828,-0.2768591,0.09163438,-0.22383682,0.024896005,0.19666143,0.028804874,-0.033255216,-0.13166037,0.0036671367,0.15091884,-0.10028895,0.062412325,-0.18280667,-0.10074782,-0.09271123,-0.1325015,-0.001774014,-0.098925605,-0.08746496,-0.12507626,0.00167125,-0.046218045,0.17348868,-0.0015145098,0.06304418,0.032272745,-0.021448068,-0.033914335,-0.08198563,-0.0870802,0.20740412,0.23300506,-0.019717108,-0.2950322,-0.25570422,-0.014491443,-0.07756233,0.11495784,0.0366122,-0.30196747,0.0836262,-0.38152683,-0.058060817,-0.09091884,-0.08177291,-0.099000536,-0.09694008,0.070511095,0.069902636,0.147239,0.1020927,-0.0010253071,-0.048835773,0.1191038,0.08087281,-0.24592832,0.19815879,-0.0921361,-0.023853172,0.14860466,-0.27846923,0.003824666,0.2664276,-0.12917489,-0.16421558,0.07691642,0.012924619,0.014206309,-0.046557855,0.32160652,-0.079825364,0.06653485,-0.35475054,0.1838891,-0.024499554,0.1180382,0.016813228,0.22623093,-0.0030548126,0.07535036,0.20265108,-0.2927698,0.04885719,0.09167077,-0.20210247,0.01531981,0.07920213,-0.18103948,-0.06962772,0.27385256,0.17112575,0.055777017,0.0006344516,0.03821934,-0.08533177,0.1742825,-0.19559422,0.0005068758,-0.14971404,-0.1811008,-0.00014919053,0.05875845,0.05868683,0.008491548,-0.031480543,0.06974729,0.025447072,0.08729182,0.17718889,-0.23391959,0.29445133,0.11258472,0.18163317,0.11309658,0.09031548,0.23489086,0.11701955,0.06349347,-0.098228894,-0.030265043,0.1569067,-0.11944805,-0.26222235,-0.1698936,0.14826207,-0.14898762,0.24382934,0.04510294,-0.15637723,0.042107325,0.039071932,-0.1781917,0.03502222,0.28523332,0.091541626,0.08630064,-0.024903258,0.13625357,-0.018909866,-0.09089373,0.11648315,-0.29945955,0.16388798,0.06892304,-0.007463642,0.16187608,-0.07698709,0.03477138,-0.18558049,0.18100093,0.031449225,0.17376517,-0.18750745,-0.25004715,-0.109079465
thermal,-0.03307088,-0.0132875815,0.1317446,0.048826206,0.11253817,-0.026351752,-0.13886674,0.17681654,-0.067623906,0.12649472,-0.10722999,-0.14824522,0.02507771,0.103290245,-0.059475977,-0.034155197,-0.049655017,-0.07268991,-0.08079664,-0.049678333,0.18281186,0.07990434,0.09157939,0.21667655,0.010303855,0.082836404,-0.058235284,0.1023216,-0.03673954,0.15079159,0.085799575,-0.06921758,0.18611987,-0.15203899,-0.083679944,0.14870015,-0.062731035,-0.08161653,-0.110917464,-0.17736012,-0.1425395,0.0065247333,-0.16228946,0.022419194,0.16784923,-0.1261877,-0.02212632,-0.17034353,-0.04513149,0.1946938,-0.030153722,-0.044673923,-0.09602092,-0.066090964,0.19789018,-0.08619398,0.035390206,-0.22257464,-0.0518764,-0.094210714,-0.11622135,-0.025000142,-0.09449364,-0.06904124,-0.16882452,0.046052113,-0.04366391,0.14924851,-0.09833814,0.1435641,0.034493577,-0.019089667,0.12062402,-0.04719555,0.06224471,0.109771565,0.16815048,-0.04900842,-0.2852445,-0.18781267,-0.06167036,-0.06614312,0.008846623,0.052590236,-0.15425228,0.095923424,-0.17364895,-0.0053079426,-0.05466377,-0.053716224,0.0023385414,-0.066572346,0.111492954,0.09405995,0.06953243,0.07734357,-0.040708546,-0.05688054,0.036460683,0.011956227,-0.08989803,0.18896176,-0.023097605,-0.05848317,0.07462057,-0.29134077,0.014108137,0.27914786,-0.049451504,-0.10102339,-0.06638731,-0.08140213,-0.020377409,-0.010677276,0.27031142,-0.025461178,0.011912508,-0.3455848,0.10235836,-0.1222646,0.0767906,0.065706216,0.14308293,-0.11527514,0.05816378,0.14800753,-0.20692104,0.08536415,0.100868,-0.17025407,0.047182053,0.052263554,-0.024706922,-0.034228634,0.23693219,0.11758835,-0.004527136,-0.027058719,-0.03242383,-0.0801669,0.12424164,-0.19911951,-0.050791502,-0.16844074,-0.10134645,0.018212447,0.008713825,0.11384357,0.008329601,0.09659208,0.007092826,0.038943205,0.06995247,0.13062611,-0.308159,0.2272226,0.09914092,0.15089664,0.16409759,0.07723064,0.23549101,0.06809233,0.017385533,-0.09391778,0.037643805,0.19764999,-0.023506377,-0.13093376,-0.086535625,0.15720122,-0.16537926,0.18610576,0.09820252,-0.05353481,0.0026668673,0.07593162,-0.13830377,-0.012449217,0.18409187,0.110784,0.091952644,0.12492809,0.07260766,0.004766545,0.066644356,0.14823705,-0.15475252,0.0827792,0.032861322,0.051358,0.13694686,-0.124353535,-0.09594488,-0.13736828,0.10934398,0.014306479,0.06959133,-0.0998656,-0.2532767,-0.052339956
trend,0.12911017,-0.077051625,0.043749355,0.042167537,0.15660696,-0.09105333,-0.04166292,0.1799378,-0.038225353,0.024363253,-0.14630775,-0.17919399,-0.02225521,0.1370714,-0.15447584,-0.012168445,0.023647178,0.059130143,-0.089801356,-0.078874186,0.052731212,0.040709525,-0.021243023,0.07536057,-0.11188219,0.15357849,-0.030370627,-0.0024827535,-0.033923894,0.14143963,0.05537365,0.002579424,0.0626799,-0.12532853,-0.08848677,0.23116694,0.012941404,0.0010432078,-0.046800412,-0.17551316,-0.09230207,0.03162738,-0.10544307,-0.083274595,0.16782683,-0.027630998,0.0447925,-0.17868066,-0.05029525,0.07586809,-0.04104539,-0.05127651,0.01168268,-0.02071523,0.12982702,-0.14533542,0.029581176,-0.19033024,-0.1136694,-0.11252659,-0.04616912,-0.026143612,-0.022136142,-0.034364216,-0.15658958,0.032543562,0.11856435,0.15393083,-0.10855017,0.20302199,0.09391026,0.032195333,0.15947008,-0.051578227,0.087695725,0.09016876,0.1807515,-0.006862178,-0.2757237,-0.17629988,-0.023472738,-0.1033097,-0.120286085,0.0038554813,-0.10449267,0.039445724,-0.04521422,-0.019954456,0.022490717,0.023614949,0.042163733,0.0441247,0.12981151,0.16121368,0.11340307,0.049803335,0.03035152,-0.061022006,0.08360608,0.058873214,-0.012581704,0.21102676,-0.005823938,-0.053319108,-0.047163438,-0.29170984,0.020206306,0.16354,-0.07649479,-0.13922103,-0.050684508,-0.14724165,0.0034738793,-0.074820735,0.14775883,0.07711,-0.058577992,-0.3972771,0.15784793,-0.19066143,0.037939683,0.17274597,0.14168884,-0.206111,-0.08893027,0.14146216,-0.11650667,0.070157744,0.058111522,-0.24184108,0.07913872,-0.04398838,-0.011750549,-0.024277784,0.09368442,0.21794027,-0.05965274,-0.06268141,-0.024773955,-0.108617045,0.10100383,-0.22976896,-0.0106349895,-0.19091302,-0.09163968,0.039349563,-0.10015895,0.004402672,0.054711454,0.06833358,0.035441853,-0.0027956634,0.17140935,0.060556103,-0.3073977,0.28081867,0.17152439,0.113761015,0.083303355,0.036688283,0.11982781,0.11923061,-0.048499785,-0.12317622,0.16222347,0.13705163,0.020470466,-0.101854794,-0.06923798,0.16853592,-0.13876544,0.059801165,0.16402897,0.020676626,0.12790088,0.16210963,-0.1315304,-0.11917605,0.2026198,0.10413549,-0.051770903,0.11243967,-0.03715017,0.05065477,0.040781092,0.036277104,-0.023994882,0.06648404,0.1588583,0.068877295,0.11888888,-0.038679153,-0.16786158,-0.069544785,0.021356193,0.0379845,-0.00043743942,-0.034148224,-0.1281682,-0.008533854
animal,0.11536832,0.025236854,0.03285554,0.00759809,0.20249183,0.015105361,-0.026039321,0.1893724,-0.07833087,0.0576034,-0.05251623,-0.10105208,0.066941805,0.119076446,-0.021211071,-0.06685163,-0.031181391,0.04630452,-0.06479602,-0.09120903,0.12062184,0.009318773,-0.019679228,0.105003,-0.023272112,-0.016184835,-0.020209784,0.04312499,-0.10020209,0.08905076,0.0020754938,-0.03322841,0.067053095,-0.104239605,-0.05730894,0.115031764,-0.018766992,-0.035606086,-0.028499419,-0.14734547,-0.100240044,0.025257353,-0.122150175,-0.025412694,0.15092775,-0.11398932,-0.04715895,-0.1375363,-0.0356828,0.14521925,0.04195522,-0.12950622,-0.061392,-0.05190976,0.14756975,-0.035996,0.016457053,-0.21129973,-0.044480093,-0.11049474,-0.017201431,0.03832871,0.017294748,-0.13743828,-0.26673442,0.06091659,-0.040137064,0.20785463,-0.103412285,0.13682339,0.09089686,0.010080182,0.19840288,-0.04257305,0.19073941,0.08149958,0.24298756,-0.058401454,-0.29092476,-0.18311462,-0.10474905,-0.09671817,-0.08350199,0.07660007,-0.12063368,0.06236711,-0.026306909,-0.049861923,0.049252737,-0.01892477,0.04885424,-0.02607988,0.16856042,0.1586027,0.15996778,0.08953108,0.000885896,-0.1162836,0.047196325,0.027398037,-0.04917002,0.21940881,0.006283733,-0.051463705,-0.0068588206,-0.22144996,0.024834171,0.27829564,-0.0654638,-0.16823794,-0.04187386,-0.13101962,0.064737655,-0.012333601,0.25058773,0.0045662704,0.04686219,-0.3870846,0.044490892,-0.093902014,0.083679035,0.046544664,0.10840323,-0.20099165,-0.09039004,0.1528287,-0.16205896,0.019494176,0.116215676,-0.15509993,0.12036206,-0.0046960204,0.01450558,-0.16985491,0.11081285,0.054337565,-0.017376538,-0.07233038,-0.036613964,-0.15116084,0.050439715,-0.15123819,0.035728104,-0.1877431,-0.13282886,-0.025234308,-0.10646524,0.033866398,0.010193109,0.08603569,0.032634765,0.04503064,-0.042101778,0.076926224,-0.31045508,0.20765388,0.10531854,0.109766126,0.07238695,0.017516617,0.16235791,0.1545891,-0.06640824,-0.08506775,0.12521909,0.21761654,0.041203924,-0.15536004,-0.053056255,0.11209493,-0.16001205,0.17850336,0.07205678,-0.011277922,0.08084394,0.05156552,-0.16972531,-0.05135385,0.18819521,0.093567245,0.061260816,0.18593498,-0.010777337,0.0041892612,0.1261701,0.10683588,-0.067021884,0.1319363,0.04150958,0.07147279,0.16656631,-0.08302617,-0.18708895,-0.14195076,0.07867132,-0.010859992,-0.002647873,-0.04662805,-0.19273314,-0.054953385
hand,0.1937239,0.047668416,0.06031098,0.058738586,0.20141509,0.070957586,0.007996995,0.2592868,-0.1094164,-0.06403157,0.08887068,0.024297984,0.15713832,0.0631301,0.013311845,-0.050789453,0.11186194,-0.0107278675,-0.010636357,-0.12512442,0.17492002,0.03820727,-0.09657449,-0.0696178,0.12527137,-0.14534672,-0.1963197,-0.09484458,-0.11255186,0.19001302,-0.05335167,-0.1069,0.13617232,-0.1272469,0.032563727,0.25049177,-0.11095248,-0.2591251,-0.04982606,-0.15232703,-0.16616602,-0.098725446,-0.12787937,0.13974167,0.04760227,-0.11437384,0.04673741,-0.22652087,-0.19852039,0.23752488,-0.046943326,-0.20286971,0.005790029,-0.17647928,0.31208053,-0.08796205,-0.048688866,-0.3985586,-0.10317992,0.0059871743,-0.08980127,0.08475284,-0.04080699,-0.29622868,-0.3020711,0.11144706,-0.13121434,0.34564987,-0.14993618,0.16687763,0.09858286,0.012580059,0.28056705,-0.08444284,0.16797984,0.049956303,0.26645684,-0.11048872,-0.27064565,-0.090289466,-0.10508195,-0.020527493,-0.18953356,0.17595133,-0.11410391,0.13294213,-0.0042897034,-0.016702082,0.06696908,-0.08626085,0.03488566,-0.010746852,0.099522494,0.09135447,0.16758293,0.22001578,-0.08740424,-0.111678496,0.16987681,0.0042245947,-0.06644052,0.10484428,-0.079418205,0.11954536,-0.069541596,-0.19629444,0.10066457,0.21011434,0.06662343,-0.20952971,-0.014686999,-0.13951896,0.011704373,-0.08562896,0.15853599,0.091601245,0.1441053,-0.4197256,0.025621708,0.10786382,0.012333483,0.015221521,0.22441505,-0.056268927,-0.076869085,0.17638806,-0.07031012,0.033513688,0.062742785,-0.23417561,0.31889236,-0.02148208,-0.23389016,-0.23924242,0.21980819,0.055149663,-0.042750936,-0.045837343,-0.017456478,-0.36918288,0.123806536,-0.30280572,-0.055235982,-0.32632804,-0.20195088,-0.0494695,-0.16581878,0.2731547,-0.010450678,0.18990444,0.01589045,0.055110637,-0.09693871,0.11244912,-0.4073194,0.23572192,0.036811627,0.14547122,-0.020553963,0.10239248,0.10919887,0.096655615,-0.006354057,-0.14399223,0.0851927,0.2742078,0.16177644,-0.0868398,0.04372249,0.14506318,-0.098318696,0.2840946,0.10989113,0.058678728,0.09264543,0.065456726,-0.24409448,-0.030768504,0.06191197,0.13998452,0.1124353,0.15669319,0.22476685,-0.00835094,0.05429776,0.17425723,-0.15953667,0.077401794,-0.043008618,0.08794422,-0.001538997,-0.13057178,-0.14437784,-0.13590889,-0.029097067,0.011696925,0.08458019,0.035756566,-0.37176657,-0.036914
pacific,0.014616048,-0.016393084,0.031531785,0.055226773,0.06734267,0.03327066,0.016629701,0.13026574,-0.12281911,0.15403385,-0.06287763,-0.16944511,0.040786047,0.09216894,-0.16329686,-0.0672329,0.05192015,0.10957403,-0.099027574,-0.017022047,0.024332851,0.023164466,0.052186128,0.145667,-0.005770797,-0.00062026357,-0.058760583,0.04403096,-0.039703216,0.059638187,0.0073910733,0.0009845382,0.14861895,-0.085297495,-0.046436865,0.19580792,-0.0014675183,-0.104531005,-0.08428522,-0.10840821,-0.10957836,0.055580948,-0.10778816,-0.07474952,0.112769306,-0.095875196,0.11273535,-0.16885515,-0.031708587,0.08861582,-0.053228926,-0.050998297,-0.04505385,-0.020537091,-0.0041192793,-0.0888793,0.02412824,-0.18550652,-0.08371194,-0.18017948,-0.051537335,-0.06523856,-0.048112147,-0.0058880094,-0.19784665,0.0059537524,0.03200717,0.19397768,-0.101261616,0.13974062,0.15608138,0.0323635,0.108520955,-0.04066823,0.025928522,0.11838815,0.25189522,-0.039023288,-0.23037541,-0.09747318,-0.051407292,-0.14268368,-0.021294411,0.0003448237,-0.2153934,-0.012450155,-0.15361266,-0.09798092,0.07275259,0.049752176,-0.041820522,-0.061756365,0.17013915,0.12400462,0.16761583,0.02022817,0.053697653,-0.056997187,0.08947067,0.10085822,-0.11661483,0.13856065,-0.08303923,0.041085497,-0.035317205,-0.26925465,0.026599629,0.18884698,-0.1804813,-0.18182535,-0.017462293,-0.11031398,0.023189286,-0.108873606,0.28976604,0.046978652,0.038515054,-0.37035975,0.106100656,-0.07663626,0.097161114,0.062205736,0.25818473,-0.080139965,-0.10625875,0.19137496,-0.19177864,0.057631597,0.07532197,-0.18333614,0.04857751,-0.029699676,-0.08153565,-0.08919972,0.08307833,0.14475773,-0.054077916,-0.12030382,-0.08356417,-0.053431407,0.20706636,-0.20459509,0.017318614,-0.18943658,-0.0848753,0.03725827,-0.086999916,-0.025699245,0.009145475,0.016890036,0.07752455,0.04278229,0.08575237,0.029615106,-0.25602102,0.2539864,0.13312398,0.18427017,0.016807143,0.0784902,0.12772419,0.1683926,0.029425288,-0.06658504,0.0589919,0.15939994,0.011573868,-0.1763448,-0.0842736,0.11158753,-0.13695455,0.06489351,0.12561277,-0.019146495,0.10438547,0.10465672,-0.1532118,-0.0046151886,0.23590967,0.059633315,-0.042216424,0.12919596,0.02424763,-0.00079315895,0.010967117,0.02965217,-0.06401579,0.120593436,0.07576292,-0.032284405,0.14681317,-0.032228656,-0.11963305,-0.050050482,0.10722005,0.050875366,0.10739414,-0.08475778,-0.1982745,-0.05610489
bugs,0.11138898,-0.026760627,0.05475384,0.06333247,0.19423383,0.020451393,-0.067184076,0.19506899,-0.10260026,0.0233268,-0.09070043,-0.021848403,0.07769259,0.13851093,-0.049984552,-0.022910198,-0.01787623,-0.008340813,-0.0006971881,-0.11204154,0.152168,0.076960705,-0.025576835,0.05650185,0.00075203076,0.017354392,-0.0918464,-0.007290278,-0.027993396,0.16490221,0.075645216,-0.030667394,0.026172396,-0.076057374,0.0074319467,0.18789949,-0.08027952,-0.078121044,-0.053560838,-0.16686766,-0.12872072,-0.037681043,-0.1740398,0.02926171,0.16228767,-0.07838874,7.757765e-05,-0.21607828,-0.12030268,0.11267583,0.077117555,-0.081096254,-0.050827976,-0.05529816,0.18679656,-0.038778204,0.012448119,-0.25498137,-0.16451429,-0.05481286,-0.06574148,0.042681288,-0.013366449,-0.12456385,-0.26283947,0.070536695,-0.03134249,0.2665329,-0.15009764,0.17658918,0.022899823,-0.009954738,0.18036775,-0.06872238,0.13385378,0.06571639,0.21884632,-0.027212609,-0.32673568,-0.1500382,-0.016458124,-0.027973574,-0.097608075,0.112995744,-0.14905597,0.068798706,-0.0691534,0.014540199,0.08971065,0.0017754412,0.07420292,-0.010077653,0.1304588,0.131083,0.09678884,0.05026092,-0.012250543,-0.10518784,0.14255926,0.07312576,-0.020149257,0.13584587,-0.02351228,-0.034678567,-0.019391926,-0.21497983,0.029838225,0.17129155,-0.020980733,-0.12555012,-0.017284522,-0.13428052,-0.022238035,-0.08944836,0.19685762,0.027296212,0.0520307,-0.3844418,0.1069394,-0.13525933,0.044743083,0.080290206,0.07776014,-0.15874945,-0.053418275,0.14004849,-0.146425,0.021383777,0.072794445,-0.20222856,0.16316889,0.0033699991,-0.08104085,-0.13907164,0.14794992,0.14646338,0.019838056,-0.04793834,0.0008494145,-0.21653336,0.07340474,-0.20462841,0.026985269,-0.20627867,-0.076114886,-0.06073693,-0.11166876,0.10128824,0.019073153,0.15604909,-0.0042525153,-0.025115779,0.030818395,0.09304377,-0.30802798,0.30096346,0.10301113,0.14779353,0.077900626,0.020418163,0.09391781,0.10876982,-0.023857445,-0.09937603,0.06196459,0.17279825,0.022166962,-0.15275861,-0.05893761,0.11860697,-0.14140357,0.19161981,0.07790727,-0.0063445815,0.10771056,0.04203994,-0.15546599,-0.06825644,0.14579965,0.055348318,0.050932158,0.11179779,0.052335795,0.006797613,0.081643656,0.1200203,-0.1085007,0.09787662,0.059691142,0.088115446,0.07925375,-0.05475461,-0.092048526,-0.053630438,0.038163554,0.047149353,0.02581998,0.029359486,-0.17572609,-0.037344024
